1	pcompute_A	0.857187
1	choose_anchors_partial	0.10449
2	pcompute_A	0.799812
2	choose_anchors_partial	0.145706
3	pcompute_A	0.755833
3	choose_anchors_partial	0.182683
4	pcompute_A	0.726413
4	choose_anchors_partial	0.204748
5	pcompute_A	0.693161
5	choose_anchors_partial	0.225039
6	pcompute_A	0.655425
6	choose_anchors_partial	0.251779
7	pcompute_A	0.631806
7	choose_anchors_partial	0.27462
8	pcompute_A	0.614084
8	choose_anchors_partial	0.29262
